Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,MACD,Signal_Line
2024-02-02 00:00:00-05:00,178.9831513103476,186.41673495449575,178.3761245608121,184.94395446777344,102518000,0.0,0.0,,,0.0,0.0
2024-02-05 00:00:00-05:00,187.23273981487074,188.3273832549743,184.9340037750539,186.76502990722656,69668800,0.0,0.0,,,0.14527097522704935,0.02905419504540987
2024-02-06 00:00:00-05:00,185.94902917871246,188.38708201253658,185.8594715869018,188.37713623046875,43490800,0.0,0.0,,,0.3860328308888654,0.10044992221410098
2024-02-07 00:00:00-05:00,189.71061746339294,190.1186223319937,187.6905150551716,188.4866180419922,53439000,0.0,0.0,,,0.5789982716470092,0.19615959210068265
2024-02-08 00:00:00-05:00,188.46669218310572,188.6159548348253,186.4366441977198,187.40191650390625,40962000,0.0,0.0,187.19493103027344,,0.6370548530017004,0.28433864428088623
2024-02-09 00:00:00-05:00,187.96983733269659,189.30501766665418,187.32218691688763,188.16912841796875,45155200,0.24,0.0,187.8399658203125,,0.7364829842104825,0.3747675122668055
2024-02-12 00:00:00-05:00,187.7406910525987,187.9897897322466,186.1165627960856,186.4752655029297,41781900,0.0,0.0,187.78201293945312,,0.6708665811463277,0.43398732604270995
2024-02-13 00:00:00-05:00,185.10024282819998,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0,186.9811584472656,,0.4440995563532226,0.4360097721048125
2024-02-14 00:00:00-05:00,184.6518638454696,184.8610982078661,181.78224238811126,183.48606872558594,54630500,0.0,0.0,185.98104858398438,,0.1906306353447178,0.38693394475279363
2024-02-15 00:00:00-05:00,182.88824837462906,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0,185.1400909423828,,-0.03317793402845837,0.30291156899654326
2024-02-16 00:00:00-05:00,182.75869330174024,184.18354546694673,181.0150027746939,181.65269470214844,49701400,0.0,0.0,183.83680419921876,,-0.33135111199570133,0.17605903279809434
2024-02-20 00:00:00-05:00,181.134577279735,181.77226924950583,179.3510375405212,180.90541076660156,53665600,0.0,0.0,182.72283325195312,,-0.6207988888854743,0.016687448461380622
2024-02-21 00:00:00-05:00,181.28405435734408,182.23062628266825,180.00867035619171,181.66268920898438,41529700,0.0,0.0,182.18079833984376,,-0.7800899051317458,-0.14266802225724468
2024-02-22 00:00:00-05:00,182.81850104532418,184.29317619439553,181.80218936609842,183.70529174804688,52292200,0.0,0.0,182.22464294433593,45.99350289763659,-0.7330579927483996,-0.2607460163554757
2024-02-23 00:00:00-05:00,184.3429666556088,184.37285727847149,181.57299077597804,181.86195373535156,45119700,0.0,0.0,181.95760803222657,41.09326273159581,-0.8349025981018201,-0.3755773327047446
2024-02-26 00:00:00-05:00,181.5829591995408,182.10107345002203,179.99868021477354,180.50685119628906,40867400,0.0,0.0,181.7284393310547,31.4137876653851,-1.0132801683968182,-0.5031178998431594
2024-02-27 00:00:00-05:00,180.4470750372319,183.25690001064538,178.9126187804792,181.9715576171875,54318900,0.0,0.0,181.94166870117186,30.807992143911264,-1.0246446452411817,-0.6074232489227638
2024-02-28 00:00:00-05:00,181.85199678307725,182.45979817680953,179.48058766314844,180.76593017578125,48953900,0.0,0.0,181.76231689453124,28.29351245934187,-1.118046984017866,-0.7095479959417842
2024-02-29 00:00:00-05:00,180.61647239906964,181.91178855608587,178.88274013933005,180.0983428955078,136682600,0.0,0.0,181.04092712402343,28.973048959957822,-1.23173900417504,-0.8139861975884355
2024-03-01 00:00:00-05:00,178.9026640457765,179.87912655443867,176.74048946042234,179.01226806640625,73488000,0.0,0.0,180.4709899902344,24.112738466635378,-1.3934154849196716,-0.9298720550546827
2024-03-04 00:00:00-05:00,175.5149217629811,176.26221779411006,173.1634296435442,174.46871948242188,81510100,0.0,0.0,179.26336364746095,20.766679867947573,-1.86665403368508,-1.1172284507807624
2024-03-05 00:00:00-05:00,170.14434479927544,171.4197287337638,169.00845550750375,169.50665283203125,95132400,0.0,0.0,176.7703826904297,18.228326941639935,-2.611986942479035,-1.4161801491204171
2024-03-06 00:00:00-05:00,170.44326190896186,170.6226208472031,168.0718378391885,168.51025390625,68587700,0.0,0.0,174.31924743652343,18.143328163757616,-3.2456558087761778,-1.7820752810515692
2024-03-07 00:00:00-05:00,168.5401391424349,170.1144444221278,167.88253026663398,168.39068603515625,71765100,0.0,0.0,171.97771606445312,18.275014499880015,-3.71467066742926,-2.1685943583271077
2024-03-08 00:00:00-05:00,168.39069767067738,173.0737495355564,168.33091642363513,170.1144561767578,76114600,0.0,0.0,170.19815368652343,25.466167794450115,-3.902291292771281,-2.5153337452159423
